build[champion]: 8000 new seeds
[build] 2750/8000 928s eta 29.5m (178/min) kept 2750 units={'parti': 2497, 'ulti': 650, '40_100': 104, 'betli': 61, 'durchmars': 79, '20_100': 36}
[build] 2775/8000 935s eta 29.3m (178/min) kept 2775 units={'parti': 2520, 'ulti': 660, '40_100': 106, 'betli': 61, 'durchmars': 79, '20_100': 36}
[build] 2800/8000 944s eta 29.2m (178/min) kept 2800 units={'parti': 2543, 'ulti': 663, '40_100': 107, 'betli': 62, 'durchmars': 79, '20_100': 36}
[build] 2825/8000 954s eta 29.1m (178/min) kept 2825 units={'parti': 2564, 'ulti': 671, '40_100': 109, 'betli': 64, 'durchmars': 79, '20_100': 36}
[build] 2850/8000 963s eta 29.0m (178/min) kept 2850 units={'parti': 2586, 'ulti': 679, '40_100': 109, 'betli': 65, 'durchmars': 81, '20_100': 36}
[build] 2875/8000 972s eta 28.9m (177/min) kept 2875 units={'parti': 2607, 'ulti': 685, '40_100': 112, 'betli': 66, 'durchmars': 81, '20_100': 36}
[build] 2900/8000 980s eta 28.7m (177/min) kept 2900 units={'parti': 2629, 'ulti': 692, '40_100': 112, 'betli': 66, 'durchmars': 84, '20_100': 36}
[build] 2925/8000 989s eta 28.6m (177/min) kept 2925 units={'parti': 2650, 'ulti': 698, '40_100': 114, 'betli': 67, 'durchmars': 84, '20_100': 37}
[build] 2950/8000 996s eta 28.4m (178/min) kept 2950 units={'parti': 2671, 'ulti': 703, '40_100': 117, 'betli': 67, 'durchmars': 85, '20_100': 37}
[build] 2975/8000 1005s eta 28.3m (178/min) kept 2975 units={'parti': 2694, 'ulti': 708, '40_100': 118, 'betli': 68, 'durchmars': 85, '20_100': 37}
[build] 3000/8000 1015s eta 28.2m (177/min) kept 3000 units={'parti': 2716, 'ulti': 710, '40_100': 120, 'betli': 68, 'durchmars': 85, '20_100': 38}
[build] 3025/8000 1025s eta 28.1m (177/min) kept 3025 units={'parti': 2736, 'ulti': 716, '40_100': 123, 'betli': 70, 'durchmars': 86, '20_100': 38}
[build] 3050/8000 1032s eta 27.9m (177/min) kept 3050 units={'parti': 2758, 'ulti': 722, '40_100': 124, 'betli': 70, 'durchmars': 88, '20_100': 38}
[build] 3075/8000 1041s eta 27.8m (177/min) kept 3075 units={'parti': 2781, 'ulti': 728, '40_100': 125, 'betli': 70, 'durchmars': 89, '20_100': 38}
[build] 3100/8000 1048s eta 27.6m (177/min) kept 3100 units={'parti': 2804, 'ulti': 731, '40_100': 126, 'betli': 70, 'durchmars': 90, '20_100': 38}
[build] 3125/8000 1056s eta 27.5m (178/min) kept 3125 units={'parti': 2825, 'ulti': 739, '40_100': 127, 'betli': 71, 'durchmars': 91, '20_100': 39}
[build] 3150/8000 1064s eta 27.3m (178/min) kept 3150 units={'parti': 2848, 'ulti': 743, '40_100': 128, 'betli': 71, 'durchmars': 92, '20_100': 39}
[build] 3175/8000 1073s eta 27.2m (178/min) kept 3175 units={'parti': 2868, 'ulti': 747, '40_100': 129, 'betli': 72, 'durchmars': 95, '20_100': 41}
